DistAlong,Variant,X,Y,Z,RefDir_dx,RefDir_dy,RefDir_dz,Y_dx,Y_dy,Y_dz,Axis_dx,Axis_dy,Axis_dz
3600.000000,OffsetVertical-2.5,3562.362566,1793.653073,116.500125,0.481568,0.876352,-0.009999,-0.876395,0.481592,0.000000,0.004816,0.008764,0.999950
3600.000000,PlacementRelTo+2.5,3562.374606,1793.674981,121.500000,0.481568,0.876352,-0.009999,-0.876395,0.481592,0.000000,0.004816,0.008764,0.999950
3600.000000,PlacementRelTo-2.5,3562.374606,1793.674981,116.500000,0.481568,0.876352,-0.009999,-0.876395,0.481592,0.000000,0.004816,0.008764,0.999950
3700.000000,OffsetVertical+2.5,3606.085082,1883.597480,120.499875,0.391673,0.920050,-0.009999,-0.920096,0.391693,0.000000,0.003917,0.009201,0.999950
3700.000000,OffsetVertical-2.5,3606.065498,1883.551478,115.500125,0.391673,0.920050,-0.009999,-0.920096,0.391693,0.000000,0.003917,0.009201,0.999950
3700.000000,PlacementRelTo+2.5,3606.075290,1883.574479,120.500000,0.391673,0.920050,-0.009999,-0.920096,0.391693,0.000000,0.003917,0.009201,0.999950
3700.000000,PlacementRelTo-2.5,3606.075290,1883.574479,115.500000,0.391673,0.920050,-0.009999,-0.920096,0.391693,0.000000,0.003917,0.009201,0.999950
3800.000000,OffsetVertical+2.5,3640.590125,1977.411506,119.499875,0.297865,0.954556,-0.009999,-0.954603,0.297880,0.000000,0.002979,0.009546,0.999950
3800.000000,OffsetVertical-2.5,3640.575232,1977.363778,114.500125,0.297865,0.954556,-0.009999,-0.954603,0.297880,0.000000,0.002979,0.009546,0.999950
3800.000000,PlacementRelTo+2.5,3640.582679,1977.387642,119.500000,0.297865,0.954556,-0.009999,-0.954603,0.297880,0.000000,0.002979,0.009546,0.999950
3800.000000,PlacementRelTo-2.5,3640.582679,1977.387642,114.500000,0.297865,0.954556,-0.009999,-0.954603,0.297880,0.000000,0.002979,0.009546,0.999950
3900.000000,OffsetVertical+2.5,3665.838554,2074.139106,118.499875,0.224520,0.974418,-0.009999,-0.974467,0.224532,0.000000,0.002245,0.009744,0.999950
3900.000000,OffsetVertical-2.5,3665.827328,2074.090385,113.500125,0.224520,0.974418,-0.009999,-0.974467,0.224532,0.000000,0.002245,0.009744,0.999950
3900.000000,PlacementRelTo+2.5,3665.832941,2074.114746,118.500000,0.224520,0.974418,-0.009999,-0.974467,0.224532,0.000000,0.002245,0.009744,0.999950
3900.000000,PlacementRelTo-2.5,3665.832941,2074.114746,113.500000,0.224520,0.974418,-0.009999,-0.974467,0.224532,0.000000,0.002245,0.009744,0.999950
4000.000000,OffsetVertical+2.5,3688.291723,2171.585785,117.499875,0.224520,0.974418,-0.009999,-0.974467,0.224532,0.000000,0.002245,0.009744,0.999950
4000.000000,OffsetVertical-2.5,3688.280496,2171.537064,112.500125,0.224520,0.974418,-0.009999,-0.974467,0.224532,0.000000,0.002245,0.009744,0.999950
4000.000000,PlacementRelTo+2.5,3688.286110,2171.561425,117.500000,0.224520,0.974418,-0.009999,-0.974467,0.224532,0.000000,0.002245,0.009744,0.999950
4000.000000,PlacementRelTo-2.5,3688.286110,2171.561425,112.500000,0.224520,0.974418,-0.009999,-0.974467,0.224532,0.000000,0.002245,0.009744,0.999950
